Date  9.5.2024
time  09:30:24
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.139  0.128805  1940.62  89.8866  3.842  0.37  40  58  3.5885  90.6499
0.188  0.128805  1978.22  89.1954  27.78  0.37  40  58  3.5885  90.6499
0.237  0.128805  1941.21  94.7546  160.905  0.37  40  58  3.5885  90.6499
0.285  0.257611  1958.64  89.8284  5.868  0.37  40  58  3.5885  90.6499
0.334  0.257611  1925.5  95.118  171.769  0.38  40  58  3.5885  90.6499
0.383  0.257611  1894.46  94.8546  160.324  0.38  40.5  58  3.5885  90.6499
0.432  0.386416  1925.83  94.8755  163.679  0.38  40.5  58  3.5885  90.6499
0.48  0.386416  1936.34  95.0525  170.531  0.38  40.5  58  3.5885  90.6499
0.529  0.386416  1895.7  96.4075  211.558  0.38  40.5  58  3.5885  90.6499
0.578  0.515221  2011.87  89.9687  1.1  0.36  40.5  58  3.5885  90.6499
0.627  0.515221  2019.89  89.6583  12.045  0.36  40.5  58  3.5885  90.6499
0.676  0.644026  1949.11  89.9531  1.596  0.37  41.1  58  3.5885  90.6499
0.724  0.644026  1950.58  89.9454  1.859  0.37  41.1  58  3.5885  90.6499
0.773  0.644026  1947.1  96.2733  212.76  0.37  41.1  58  3.5885  90.6499
0.822  0.772832  1940.23  89.8516  5.024  0.37  41.1  58  3.5885  90.6499
0.871  0.772832  1907.19  95.2287  173.804  0.38  41.1  58  3.5885  90.6499
0.919  0.772832  1909.15  95.0006  166.414  0.38  41.1  58  3.5885  90.6499
0.968  0.901637  1922.94  89.9436  1.892  0.38  39.7  58  3.5885  90.6499
1.017  0.901637  1927.86  94.9593  166.66  0.38  39.7  58  3.5885  90.6499
1.066  0.901637  1891.39  95.1573  170.017  0.38  39.7  58  3.5885  90.6499
1.114  1.03044  2006.83  89.9564  1.527  0.36  39.7  58  3.5885  90.6499
1.163  1.03044  1919.93  94.9599  165.994  0.38  39.7  58  3.5885  90.6499
1.212  1.03044  1895.63  95.3932  178.171  0.38  39.7  58  3.5885  90.6499
1.261  1.15925  2043.54  89.9827  0.618  0.35  39.7  58  3.5885  90.6499
1.309  1.15925  2007.36  89.7238  9.676  0.36  39.7  58  3.5885  90.6499
1.358  1.28805  1859.84  94.0289  130.67  0.39  39.7  58  3.5885  90.6499
1.407  1.28805  1997.5  88.9116  37.942  0.36  39.7  58  3.5885  90.6499
1.456  1.28805  1808.53  90.036  1.135  0.4  39.7  58  3.5885  90.6499
1.504  1.41686  1860.08  94.0737  132.138  0.39  39.7  58  3.5885  90.6499
1.553  1.41686  1949.96  94.8728  165.638  0.37  39.7  58  3.5885  90.6499
1.602  1.41686  1982.07  89.9315  2.369  0.36  41  58  3.5885  90.6499
1.651  1.54566  1972.11  88.8281  40.334  0.37  41  58  3.5885  90.6499
1.699  1.54566  1912.59  96.0294  200.895  0.38  41  58  3.5885  90.6499
1.748  1.54566  1951.26  89.8674  4.516  0.37  41  58  3.5885  90.6499
1.797  1.67447  1978.11  88.7929  41.67  0.37  41  58  3.5885  90.6499
1.846  1.67447  2031.24  89.4819  18.368  0.36  41  58  3.5885  90.6499
1.895  1.80327  1867.45  95.5156  179.495  0.39  41.7  58  3.5885  90.6499
