Date  12.4.2024
time  11:54:56
#_Alloy  1
type_of_Glass  1
#_bobbin  0
time_seconds  length  Z  Phase  R  C  pressure  winding_Speed  speed_of_feeding_glass  power_of_generator_percent
0.018  0.128805  1869.25  94.9667  161.832  0.39  36.7  70  1.8697  91.7499
0.067  0.128805  2008.82  89.9842  0.553  0.36  35.4  70  1.8697  91.7499
0.115  0.128805  1902.95  94.7061  156.128  0.38  35.4  70  1.8697  91.7499
0.164  0.257611  1807.14  90.0622  1.963  0.4  35.4  70  1.8697  91.7499
0.213  0.257611  1999.13  89.8637  4.755  0.36  35.4  70  1.8697  91.7499
0.262  0.386416  1874.29  95.0751  165.804  0.39  35.4  70  1.8697  91.7499
0.311  0.386416  1867.27  94.0245  131.05  0.39  35.4  70  1.8697  91.7499
0.36  0.386416  2007.2  89.5708  15.036  0.36  35.3  70  1.8697  91.7499
0.408  0.515221  1878.45  95.0023  163.793  0.39  35.3  70  1.8697  91.7499
0.457  0.515221  1999.25  89.9952  0.169  0.36  35.3  70  1.8697  91.7499
0.506  0.644026  1911.7  96.1774  205.711  0.38  35.3  70  1.8697  91.7499
0.555  0.644026  1949.39  89.8401  5.442  0.37  35.3  70  1.8697  91.7499
0.603  0.772832  1996.42  88.9565  36.358  0.36  35.3  70  1.8697  91.7499
0.652  0.772832  1911.22  94.7969  159.825  0.38  34.7  70  1.8697  91.7499
0.701  0.772832  1951.93  89.7893  7.179  0.37  34.7  70  1.8697  91.7499
0.75  0.901637  1851.72  90.0104  0.337  0.39  34.7  70  1.8697  91.7499
0.798  0.901637  1896.38  96.2147  205.291  0.38  34.7  70  1.8697  91.7499
0.848  1.03044  1940.82  89.2358  25.887  0.37  34.7  70  1.8697  91.7499
0.896  1.03044  1932.15  95.1743  174.252  0.38  34.7  70  1.8697  91.7499
0.945  1.15925  1848.4  95.2369  168.71  0.39  35.2  70  1.8697  91.7499
0.994  1.15925  1936.98  88.1677  61.935  0.37  35.2  70  1.8697  91.7499
1.043  1.28805  1937.08  94.5866  154.9  0.37  35.2  70  1.8697  91.7499
1.092  1.28805  1870.36  95.4981  179.206  0.39  35.2  70  1.8697  91.7499
1.14  1.28805  1854.73  89.9949  0.164  0.39  35.2  70  1.8697  91.7499
1.189  1.41686  1917.17  96.0037  200.523  0.38  35.2  70  1.8697  91.7499
1.238  1.41686  1861.03  95.4151  175.626  0.39  35.1  70  1.8697  91.7499
1.287  1.54566  1926.88  94.7728  160.326  0.38  35.1  70  1.8697  91.7499
1.336  1.54566  1897  96.3531  209.914  0.38  35.1  70  1.8697  91.7499
1.384  1.67447  1946.64  89.2026  27.091  0.37  35.1  70  1.8697  91.7499
1.433  1.67447  1926.25  94.6547  156.316  0.38  35.1  70  1.8697  91.7499
1.482  1.67447  1878.99  94.8112  157.597  0.39  35.1  70  1.8697  91.7499
1.531  1.80327  1936.87  89.0342  32.647  0.37  34.6  70  1.8697  91.7499
1.579  1.80327  2002.42  89.8645  4.735  0.36  34.6  70  1.8697  91.7499
1.628  1.93208  1869.7  95.3621  174.724  0.39  34.6  70  1.8697  91.7499
1.677  1.93208  2001.1  89.8918  3.779  0.36  34.6  70  1.8697  91.7499
1.726  2.06088  1908.2  94.8159  160.201  0.38  34.6  70  1.8697  91.7499
1.775  2.06088  1869.9  93.9597  129.124  0.39  34.6  70  1.8697  91.7499
1.823  2.18969  1917.59  95.1179  171.061  0.38  35.6  70  1.8697  91.7499
1.872  2.18969  1875.07  94.9299  161.137  0.39  35.6  70  1.8697  91.7499
1.921  2.18969  1955.43  89.1524  28.926  0.37  35.6  70  1.8697  91.7499
1.97  2.3185  1993.98  89.5645  15.155  0.36  35.6  70  1.8697  91.7499
2.018  2.3185  1977.19  90.0131  0.453  0.37  35.6  70  1.8697  91.7499
2.068  2.4473  1956.05  89.0734  31.633  0.37  35.6  70  1.8697  91.7499
2.117  2.4473  1912.01  94.6487  154.962  0.38  36.6  70  1.8697  91.7499
2.165  2.57611  1949.39  89.8401  5.442  0.37  36.6  70  1.8697  91.7499
2.214  2.57611  1980.36  89.9228  2.668  0.37  36.6  70  1.8697  91.7499
2.263  2.70491  1897.68  96.1602  203.637  0.38  36.6  70  1.8697  91.7499
2.312  2.70491  1969  89.9065  3.214  0.37  36.6  70  1.8697  91.7499
2.361  2.70491  1910.22  95.2104  173.473  0.38  36.6  70  1.8697  91.7499
2.41  2.83372  1892.19  95.0107  165.267  0.38  36.5  70  1.8697  91.7499
2.458  2.83372  1984.92  89.8992  3.492  0.36  36.5  70  1.8697  91.7499
2.507  2.96252  2019.02  89.5854  14.608  0.36  36.5  70  1.8697  91.7499
2.556  2.96252  1992.98  90.007  0.243  0.36  36.5  70  1.8697  91.7499
2.605  3.09133  1903.01  95.0164  166.401  0.38  36.5  70  1.8697  91.7499
2.654  3.09133  1918.59  94.7029  157.302  0.38  36.5  70  1.8697  91.7499
2.703  3.22013  1864.56  95.5331  179.782  0.39  36.5  70  1.8697  91.7499
2.752  3.22013  2018.69  89.8399  5.642  0.36  35.7  70  1.8697  91.7499
2.8  3.22013  1878.9  95.0933  166.804  0.39  35.7  70  1.8697  91.7499
2.849  3.34894  1929.09  89.1541  28.481  0.38  35.7  70  1.8697  91.7499
2.898  3.34894  1987.05  89.9437  1.952  0.36  35.7  70  1.8697  91.7499
2.947  3.47774  1986.09  89.9672  1.136  0.36  35.7  70  1.8697  91.7499
2.996  3.47774  1886.71  93.9857  131.141  0.38  35.7  70  1.8697  91.7499
3.044  3.60655  2002.7  89.7482  8.803  0.36  36.4  70  1.8697  91.7499
3.093  3.60655  1873.61  94.9391  161.311  0.39  36.4  70  1.8697  91.7499
3.142  3.73535  1994.43  88.9292  37.272  0.36  36.4  70  1.8697  91.7499
3.191  3.73535  1901.38  95.001  165.75  0.38  36.4  70  1.8697  91.7499
3.24  3.86416  1864.77  95.5783  181.268  0.39  36.4  70  1.8697  91.7499
3.289  3.86416  2009.15  89.7351  9.289  0.36  36.4  70  1.8697  91.7499
3.337  3.86416  1903.42  96.4128  212.596  0.38  35.7  70  1.8697  91.7499
3.386  3.99296  1938.34  89.2872  24.113  0.37  35.7  70  1.8697  91.7499
3.435  3.99296  1996.38  89.6283  12.951  0.36  35.7  70  1.8697  91.7499
3.484  4.12177  1863.92  95.0934  165.478  0.39  35.7  70  1.8697  91.7499
3.532  4.12177  1999.25  89.9952  0.169  0.36  35.7  70  1.8697  91.7499
3.581  4.25057  2000.31  89.6841  11.029  0.36  35.7  70  1.8697  91.7499
3.63  4.25057  1946.46  89.8556  4.905  0.37  36.6  70  1.8697  91.7499
3.679  4.37938  1944.77  89.1758  27.975  0.37  36.6  70  1.8697  91.7499
3.728  4.37938  1992.61  89.7246  9.578  0.36  36.6  70  1.8697  91.7499
3.776  4.37938  1874.42  95.0995  166.607  0.39  36.6  70  1.8697  91.7499
3.825  4.50819  1990.04  88.8388  40.33  0.36  36.6  70  1.8697  91.7499
3.874  4.50819  1955.4  89.9574  1.453  0.37  36.6  70  1.8697  91.7499
3.923  4.63699  1875.75  95.372  175.612  0.39  36  70  1.8697  91.7499
3.971  4.63699  1993.17  89.9122  3.055  0.36  36  70  1.8697  91.7499
4.02  4.7658  1874.6  94.8392  158.14  0.39  36  70  1.8697  91.7499
4.069  4.7658  1946.86  89.8907  3.715  0.37  36  70  1.8697  91.7499
4.118  4.8946  1922.14  94.7766  160.058  0.38  36  70  1.8697  91.7499
4.166  4.8946  1941.68  89.8439  5.291  0.37  36  70  1.8697  91.7499
4.215  4.8946  1841.04  89.9931  0.222  0.39  34.3  70  1.8697  91.7499
4.264  5.02341  1912.25  94.6949  156.519  0.38  34.3  70  1.8697  91.7499
4.313  5.02341  1862.47  95.4063  175.477  0.39  34.3  70  1.8697  91.7499
