[Connect DataFile][2.1]
Date:	5/13/2025
Time:	09:00:08
Unit:	°C
Resolution:	0.050/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:00.000	800.0	20.1	22.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:040		
000:00:00.050	800.0	20.1	22.3	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:090		
000:00:00.100	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:140		
000:00:00.150	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:190		
000:00:00.200	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:240		
000:00:00.250	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:290		
000:00:00.300	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:340		
000:00:00.350	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:390		
000:00:00.400	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:440		
000:00:00.450	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:490		
000:00:00.500	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:540		
000:00:00.550	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:590		
000:00:00.600	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:640		
000:00:00.650	800.0	20.1	22.4	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:00:08:690		
